id,name,blurb, goal ,pledged,outcomes,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,Category and Subcategory,Percentage Funded,Average Donation,Parent Category,Subcategory,Date Created Conversion,Date Ended Conversion,Years
3616,Taming of the Shrew - New Wimbledon Theatre,"A vibrant, gender-inverted film-noir adaptation of Shakespeare's brutal comedy Taming of the Shrew, a visceral physical spectacle.","$2,500.00 ","$3,120.00 ",successful,GB,GBP,1426801664,1424213264,FALSE,45,TRUE,theater/plays,125,69.33,theater,plays,2/17/2015,3/19/2015,2015
3168,Cosmicomics,A dazzling aerial show that brings to life the whimsical and romantic short stories of beloved fantasy author Italo Calvino.,"$2,500.00 ","$3,105.00 ",successful,US,USD,1402696800,1399948353,TRUE,61,TRUE,theater/plays,124,50.9,theater,plays,5/13/2014,6/13/2014,2014
3623,Since I've Been Here,An original play exploring the complications of romantic relationships in all forms.,"$2,500.00 ","$3,000.00 ",successful,US,USD,1406358000,1404841270,FALSE,34,TRUE,theater/plays,120,88.24,theater,plays,7/8/2014,7/26/2014,2014
2786,Fierce,"A heart-melting farce about sex, art and the lovelorn lay-abouts of London-town.","$2,500.00 ","$2,946.00 ",successful,GB,GBP,1404913180,1403703580,FALSE,74,TRUE,theater/plays,118,39.81,theater,plays,6/25/2014,7/9/2014,2014
3177,Tilted Field presents NO STATIC AT ALL in New York City,This one-man play made a splash on the west coast. Help shine a spotlight on this rock & roll spectacle in NEW YORK CITY!,"$2,500.00 ","$2,935.00 ",successful,US,USD,1403366409,1400774409,TRUE,51,TRUE,theater/plays,117,57.55,theater,plays,5/22/2014,6/21/2014,2014
2832,Secret Diaries,"Charting the big stuff in life from dance routines to coming out; exploring homophobia, family, friendship & finding your own voice.","$2,500.00 ","$2,867.99 ",successful,GB,GBP,1416780000,1414342894,FALSE,95,TRUE,theater/plays,115,30.19,theater,plays,10/26/2014,11/23/2014,2014
3484,Macbeth in the Basement,MACBETH IN THE BASEMENT will premiere at the Capital Fringe Festival in July 2016. A teenage king’s rise and fall in a vicious game.,"$2,500.00 ","$2,856.00 ",successful,US,USD,1466014499,1463422499,FALSE,44,TRUE,theater/plays,114,64.91,theater,plays,5/16/2016,6/15/2016,2016
3263,Titus Andronicus (with an all-female cast & crew),"Shakespeare's bloodiest tragedy, performed and produced exclusively by women.","$2,500.00 ","$2,804.16 ",successful,US,USD,1446238800,1444220588,TRUE,68,TRUE,theater/plays,112,41.24,theater,plays,10/7/2015,10/30/2015,2015
3337,Das Ding - A Globetrotting Comedy,StoneCrabs is thrilled to bring to the UK the first English production of Philipp Löhle’s play Das Ding (The Thing).,"$2,500.00 ","$2,755.00 ",successful,GB,GBP,1412974800,1411109167,FALSE,34,TRUE,theater/plays,110,81.03,theater,plays,9/19/2014,10/10/2014,2014
3311,"""Holmes for the Holidays"" Larceny & Mystery For Christmas","Sherlock Holmes's ""Case of the Blue Carbuncle"" & ""Case of the Dying Detective"" staged as One Act Plays this December.","$2,500.00 ","$2,746.00 ",successful,US,USD,1445065210,1442473210,FALSE,45,TRUE,theater/plays,110,61.02,theater,plays,9/17/2015,10/17/2015,2015
3183,The Seagull on The River,Anton Chekhov's The Seagull. An outdoor Amphitheater in Manhattan. Trees. A River. Daybreak.,"$2,500.00 ","$2,725.00 ",successful,US,USD,1377284669,1375729469,TRUE,68,TRUE,theater/plays,109,40.07,theater,plays,8/5/2013,8/23/2013,2013
2810,"Bring Bigger, Badder BRIEF HISTORY Back To The Stage!",We're remounting the musical that brought down the Bush Administration: A Brief History of the Earth And Everything In It!,"$2,500.00 ","$2,705.00 ",successful,US,USD,1401595140,1398828064,FALSE,57,TRUE,theater/plays,108,47.46,theater,plays,4/30/2014,6/1/2014,2014
3503,Tarantella,A group of Sicilian immigrants in New York struggle to deal with conflict from both within the family and from without.,"$2,500.00 ","$2,689.00 ",successful,GB,GBP,1469359728,1466767728,FALSE,38,TRUE,theater/plays,108,70.76,theater,plays,6/24/2016,7/24/2016,2016
3615,See Bob Run by Daniel MacIvor,Bob is on the road. Bob is on the run. But from what? Will she make it to her destination and what will she find whens she gets there?,"$2,500.00 ","$2,670.00 ",successful,GB,GBP,1449756896,1447164896,FALSE,72,TRUE,theater/plays,107,37.08,theater,plays,11/10/2015,12/10/2015,2015
3164,Better Than Shakespeare Presents: Much Ado About Something,"Better than Shakespeare! Theatre Company’s inaugural production, “Much Ado About Something.” The Something is Aliens.","$2,500.00 ","$2,669.00 ",successful,US,USD,1402341615,1399490415,TRUE,71,TRUE,theater/plays,107,37.59,theater,plays,5/7/2014,6/9/2014,2014
2829,MUMBURGER by Sarah Kosar,"In a visceral new play about family, grief and red meat, Sarah Kosar (Royal Court) asks how far we'd go to connect with those we love.","$2,500.00 ","$2,663.00 ",successful,GB,GBP,1464863118,1462443918,FALSE,76,TRUE,theater/plays,107,35.04,theater,plays,5/5/2016,6/2/2016,2016
3823,FEED,"Feed, a new play by Garrett Markgraf (based on the novel by M.T. Anderson), Directed by Anna Marck at Oakland University.","$2,500.00 ","$2,650.00 ",successful,US,USD,1437364740,1434405044,FALSE,41,TRUE,theater/plays,106,64.63,theater,plays,6/15/2015,7/20/2015,2015
3247,Open Letter Theatre presents 'Boys' by Ella Hickson,"Open Letter Theatre presents 'Boys' by Ella Hickson, at 2015's Edinburgh Fringe Festival! Four students, one flat, one last party!","$2,500.00 ","$2,646.50 ",successful,GB,GBP,1436696712,1434104712,TRUE,57,TRUE,theater/plays,106,46.43,theater,plays,6/12/2015,7/12/2015,2015
3550,MOONFACE,"MOONFACE explores the formative f***k-ups of adolescence. Fresh, incisive new writing. Monologue, movement and striking naturalism.","$2,500.00 ","$2,620.00 ",successful,GB,GBP,1462224398,1459632398,FALSE,64,TRUE,theater/plays,105,40.94,theater,plays,4/2/2016,5/2/2016,2016
3438,KLIPPIES,"Klippies is the debut play from Johannesburg-born writer Jessica Siân, premiering at the Southwark Playhouse, London in May 2015.","$2,500.00 ","$2,605.00 ",successful,GB,GBP,1430600400,1428358567,FALSE,14,TRUE,theater/plays,104,186.07,theater,plays,4/6/2015,5/2/2015,2015
2840,Scarlet at Southwark Playhouse - Theatre Renegade,The world premiere of an astounding new play at Southwark Playhouse exploring slut shaming/cyber bullying & the emotional repercussions,"$2,500.00 ","$2,600.00 ",successful,GB,GBP,1426698000,1424825479,FALSE,132,TRUE,theater/plays,104,19.7,theater,plays,2/25/2015,3/18/2015,2015
3365,From the Pulpit to the Runway,A dazzling dramatic musical drama that takes place inside a Charm City Church! Help us finance a play that is back by popular demand!,"$2,500.00 ","$2,600.00 ",successful,US,USD,1449973592,1447381592,FALSE,3,TRUE,theater/plays,104,866.67,theater,plays,11/13/2015,12/13/2015,2015
3505,Second Act: The Four Disgracers,"Four myths.
Four writers.
Four new takes.

The Four Disgracers comes to the stage to launch a new theatre group, Ixion.","$2,500.00 ","$2,594.00 ",successful,US,USD,1399953600,1398983245,FALSE,39,TRUE,theater/plays,104,66.51,theater,plays,5/1/2014,5/13/2014,2014
3278,Unusual Charles Dickens adaptation at Edinburgh Fringe,"This Victorian gothic tragedy tells the untold story of Estella Havisham. Combining puppetry, music and striking digital projections.","$2,500.00 ","$2,585.00 ",successful,GB,GBP,1433017303,1430425303,TRUE,34,TRUE,theater/plays,103,76.03,theater,plays,4/30/2015,5/30/2015,2015
3264,Kapow-i GoGo at The PIT,"The three part comedic saga of Kapow-i GoGo, who saves the world.  Again.  And again.","$2,500.00 ","$2,575.00 ",successful,US,USD,1422482400,1421089938,TRUE,49,TRUE,theater/plays,103,52.55,theater,plays,1/12/2015,1/28/2015,2015
3441,Putting on a great play in Los Angeles!,"We are producing the play Bug, by Tracy Letts.  This will be an inspiring show, and a great way to bring help to a great LA charity.","$2,500.00 ","$2,565.00 ",successful,US,USD,1447445820,1445077121,FALSE,43,TRUE,theater/plays,103,59.65,theater,plays,10/17/2015,11/13/2015,2015
3597,Akvavit Theatre presents NOTHING OF ME by Arne Lygre,"""I think that I have my own will. I can stop this, I tell myself. But it's not true.""","$2,500.00 ","$2,565.00 ",successful,US,USD,1456984740,1455717790,FALSE,33,TRUE,theater/plays,103,77.73,theater,plays,2/17/2016,3/3/2016,2016
2809,Sugarglass Theatre,Sugarglass is a Dublin based theatre company committed to international collaboration. 2016 sees the launch of their NYC division.,"$2,500.00 ","$2,560.00 ",successful,US,USD,1459348740,1458647725,FALSE,21,TRUE,theater/plays,102,121.9,theater,plays,3/22/2016,3/30/2016,2016
3561,How You Kiss Me... at FringeNYC 2015,"How You Kiss Me Is Not How I Like To Be Kissed

a new play by Dan Giles

coming to FringeNYC 2015

www.howyoukissme.com","$2,500.00 ","$2,560.00 ",successful,US,USD,1438799760,1437236378,FALSE,54,TRUE,theater/plays,102,47.41,theater,plays,7/18/2015,8/5/2015,2015
1295,Misfits of London: The Gin Chronicles,"We had everything sorted for the Fringe, but now our accommodation and Edinburgh angel have fallen through. We're needing vital help.","$2,500.00 ","$2,549.00 ",successful,GB,GBP,1438189200,1435585497,FALSE,64,TRUE,theater/plays,102,39.83,theater,plays,6/29/2015,7/29/2015,2015
3320,Mama Threw Me So High & He Who Speaks,"Imaginary Theater Company presents two modern day tall tales about family, resilience and redemption.","$2,500.00 ","$2,525.00 ",successful,US,USD,1466557557,1463965557,FALSE,38,TRUE,theater/plays,101,66.45,theater,plays,5/23/2016,6/22/2016,2016
3614,Gruesome Playground Injuries,"A production of ""Gruesome Playground Injuries"" by Rajiv Joseph July 24th-August 9th at The Bakery in Denver, CO.","$2,500.00 ","$2,520.00 ",successful,US,USD,1434675616,1432083616,FALSE,71,TRUE,theater/plays,101,35.49,theater,plays,5/20/2015,6/19/2015,2015
3699,Tell Me That You Love Me,"Tell Me That You Love Me, a new play about the love affair between Actress and Writer, with the novel Arch of Triumph as the backdrop","$2,500.00 ","$2,520.00 ",successful,US,USD,1413383216,1410791216,FALSE,40,TRUE,theater/plays,101,63,theater,plays,9/15/2014,10/15/2014,2014
3312,Richard III,Bare Theatre presents one of Shakespeare's most notorious characters in the final chapter of the War of the Roses saga.,"$2,500.00 ","$2,501.00 ",successful,US,USD,1478901600,1477077946,FALSE,41,TRUE,theater/plays,100,61,theater,plays,10/21/2016,11/11/2016,2016
1302,Help bring Boys of a Certain Age back to NYC!,Boys of a Certain Age is a unique and special show that we're trying to remount in New York City in 2017.,"$2,500.00 ","$2,500.00 ",successful,US,USD,1480559011,1477963411,FALSE,50,TRUE,theater/plays,100,50,theater,plays,11/1/2016,12/1/2016,2016
3287,Three Things: Stories About Life,"An inspirational one-man play about crisis, community, and the search for wholeness.","$2,500.00 ","$2,500.00 ",successful,CA,CAD,1448733628,1446573628,FALSE,34,TRUE,theater/plays,100,73.53,theater,plays,11/3/2015,11/28/2015,2015
3516,The March of the Bonus Army,"A new play about a lesser known yet pivotal event in American history, about a group of WWI Veterans fighting for their rights.","$2,500.00 ","$2,500.00 ",successful,US,USD,1410145200,1407197670,FALSE,11,TRUE,theater/plays,100,227.27,theater,plays,8/5/2014,9/8/2014,2014
3544,"Gruoch, or Lady Macbeth","Death & Pretzels presents the world premiere of Paul Pasulka's Gruoch, or Lady Macbeth","$2,500.00 ","$2,500.00 ",successful,US,USD,1425758257,1423166257,FALSE,24,TRUE,theater/plays,100,104.17,theater,plays,2/5/2015,3/7/2015,2015
3555,Free Theatre for Kids: Baby Living Room,Baby Living Room is a project created by Spazio Farma Mestre for children: free theatre for kids as sustainable education for families,"$2,400.00 ","$2,400.00 ",successful,IT,EUR,1479382594,1476786994,FALSE,14,TRUE,theater/plays,100,171.43,theater,plays,10/18/2016,11/17/2016,2016
3252,Modern Love,"How do we navigate the boundaries between friendship, sexual intimacy and obsessive desire?","$2,250.00 ","$2,876.00 ",successful,GB,GBP,1473247240,1470655240,TRUE,50,TRUE,theater/plays,128,57.52,theater,plays,8/8/2016,9/7/2016,2016
3152,"'Gilead', an original theatre piece",'Gilead' is an original theatre piece inspired by Margaret Atwood's 'The Handmaid's Tale'. (Brighton Fringe 2014),"$2,200.00 ","$2,331.00 ",successful,GB,GBP,1383425367,1380833367,TRUE,67,TRUE,theater/plays,106,34.79,theater,plays,10/3/2013,11/2/2013,2013
3556,Immortal,"'Immortal', a play about five English Air Bombers in WW2, is an exciting first project for the brand new Production Company, GreanTea.","$2,200.00 ","$2,210.00 ",successful,GB,GBP,1408289724,1403105724,FALSE,20,TRUE,theater/plays,100,110.5,theater,plays,6/18/2014,8/17/2014,2014
3448,"The Mount, new play about Edith Wharton","The Mount-- a new play based off the life of Edith Wharton-- is having its premiere reading AT the real Mount in Lenox, MA!","$2,100.00 ","$2,305.00 ",successful,US,USD,1418784689,1416192689,FALSE,45,TRUE,theater/plays,110,51.22,theater,plays,11/17/2014,12/17/2014,2014
3548,THE UNDERSTUDY @ WORKING STAGE,We're putting together a production of THE UNDERSTUDY by Theresa Rebeck and hope you'll help us share this story.,"$2,100.00 ","$2,140.00 ",successful,US,USD,1457139600,1455230214,FALSE,13,TRUE,theater/plays,102,164.62,theater,plays,2/11/2016,3/5/2016,2016
3813,SUCKIN INJUN,A comedic play about hillbilly vampires and the absurdity of judging by appearances. Wanna live forever? Better watch what you drink.,"$2,100.00 ","$2,119.99 ",successful,US,USD,1465940580,1462603021,FALSE,27,TRUE,theater/plays,101,78.52,theater,plays,5/7/2016,6/14/2016,2016
3696,"""Lifted"" - The Theatre Shed's 10 Year Anniversary Show",We are 10 years old - please help us celebrate the last 10 years and secure our future for the next 10 years.,"$2,000.00 ","$3,100.00 ",successful,GB,GBP,1423838916,1418654916,FALSE,78,TRUE,theater/plays,155,39.74,theater,plays,12/15/2014,2/13/2015,2014
3457,The Impossible Adventures Of Supernova Jones,"Robots, Space Battles, Mystery, and Intrigue. Nothing is Impossible...","$2,000.00 ","$2,804.00 ",successful,US,USD,1423720740,1421081857,FALSE,55,TRUE,theater/plays,140,50.98,theater,plays,1/12/2015,2/12/2015,2015
3538,'Mooring' - Vocal Point Theatre Project,"A play about riverside homelessness, inspired by true events. Shows at Brunel Museum, 240 Project and similar community organisations.","$2,000.00 ","$2,569.00 ",successful,GB,GBP,1471428340,1469009140,FALSE,83,TRUE,theater/plays,128,30.95,theater,plays,7/20/2016,8/17/2016,2016
3268,EgoPo's Hairy Ape Tours to the Provincetown Festival,EgoPo's The Hairy Ape has been invited to the Provincetown Theater Festival! Help us support our artists on this exciting tour.,"$2,000.00 ","$2,560.00 ",successful,US,USD,1472074928,1470692528,TRUE,42,TRUE,theater/plays,128,60.95,theater,plays,8/8/2016,8/24/2016,2016
3487,Jericho Creek,Jericho Creek is an original production by Fledgling Theatre Company which will be performed at The Cockpit Theatre in July 2015,"$2,000.00 ","$2,555.00 ",successful,GB,GBP,1435185252,1432593252,FALSE,66,TRUE,theater/plays,128,38.71,theater,plays,5/25/2015,6/24/2015,2015
3592,boom- a play by Peter Sinn Nachtrieb,Sex. Fish. A COMET THAT DESTROYS THE WORLD. boom a play by Peter Sinn Nachtrieb- Feb 19-21 at The Bridge in NYC.,"$2,000.00 ","$2,545.00 ",successful,US,USD,1423630740,1418673307,FALSE,35,TRUE,theater/plays,127,72.71,theater,plays,12/15/2014,2/11/2015,2014
3318,ROOMIES - Atlantic Canada Tour 2016-17,Help us strengthen and inspire disability arts in Atlantic Canada,"$2,000.00 ","$2,512.00 ",successful,CA,CAD,1460341800,1456902893,FALSE,32,TRUE,theater/plays,126,78.5,theater,plays,3/2/2016,4/11/2016,2016
3290,Get JunkBox Theatre To Edinburgh Fringe!,"Pregnancy. Viagra. Murder. Nutella. What more could you want?

Help get JunkBox Theatre to Edinburgh Fringe 2017!","$2,000.00 ","$2,424.00 ",successful,GB,GBP,1489234891,1486642891,FALSE,72,TRUE,theater/plays,121,33.67,theater,plays,2/9/2017,3/11/2017,2017
537,Be A Buddy Not A Bully (Anti-Bullying Stage Play TOUR),Transforming bystanders into anti-bullies since 2012 thru inclusive learning environments.  Together we can take back our classrooms.,"$2,000.00 ","$2,410.00 ",successful,US,USD,1446665191,1444069591,FALSE,59,TRUE,theater/plays,121,40.85,theater,plays,10/5/2015,11/4/2015,2015
2827,The Pennington School Alumni Theater Series: Charlie & Bruno,We are Capital J Theater Company and are looking to create the first production of an Alumni Theater Series at The Pennington School!,"$2,000.00 ","$2,405.00 ",successful,US,USD,1464971400,1462379066,FALSE,23,TRUE,theater/plays,120,104.57,theater,plays,5/4/2016,6/3/2016,2016
2838,Pickles & Hargraves Murder Mystery Comedy at the FringeNYC,You like things that are funny. You (secretly) like murder. So why not support the NYC return of this hilarious whodunit?,"$2,000.00 ","$2,405.00 ",successful,US,USD,1407967200,1406039696,FALSE,54,TRUE,theater/plays,120,44.54,theater,plays,7/22/2014,8/13/2014,2014
